case_id,method,agent,model,status,blockers
adaptix-name-mapping-aliases,agent_diet,opencode,claude-opus-5,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,agent_diet,opencode,deepseek-v4.1-flash,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,agent_diet,opencode,qwen3.8-max,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; model.base_url must be supplied for the selected region/workspace; unsupported OpenCode provider/protocol combination; no translation; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,attn_compress,codex,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; agent general session integration unavailable; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,mini,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,mini,claude-opus-5,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,mini,deepseek-v4.1-flash,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,mini,qwen3.8-max,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; model.base_url must be supplied for the selected region/workspace; mini-SWE-agent Responses mapping is currently limited to the OpenAI provider; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,trae,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,trae,claude-opus-5,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,trae,deepseek-v4.1-flash,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,trae,qwen3.8-max,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; model.base_url must be supplied for the selected region/workspace; CUDA compression service required; Mac path not implemented
adaptix-name-mapping-aliases,attn_compress,opencode,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,attn_compress,opencode,claude-opus-5,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,attn_compress,opencode,deepseek-v4.1-flash,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; CUDA compression service required; Mac path not implemented; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,attn_compress,opencode,qwen3.8-max,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; model.base_url must be supplied for the selected region/workspace; unsupported OpenCode provider/protocol combination; no translation; CUDA compression service required; Mac path not implemented; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,eet,codex,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented; agent general session integration unavailable
adaptix-name-mapping-aliases,eet,mini,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented
adaptix-name-mapping-aliases,eet,mini,claude-opus-5,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented
adaptix-name-mapping-aliases,eet,mini,deepseek-v4.1-flash,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented
adaptix-name-mapping-aliases,eet,mini,qwen3.8-max,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented; model.base_url must be supplied for the selected region/workspace; mini-SWE-agent Responses mapping is currently limited to the OpenAI provider
adaptix-name-mapping-aliases,eet,trae,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented
adaptix-name-mapping-aliases,eet,trae,claude-opus-5,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented
adaptix-name-mapping-aliases,eet,trae,deepseek-v4.1-flash,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented
adaptix-name-mapping-aliases,eet,trae,qwen3.8-max,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented; model.base_url must be supplied for the selected region/workspace
adaptix-name-mapping-aliases,eet,opencode,gpt-5.6-sol,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,eet,opencode,claude-opus-5,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,eet,opencode,deepseek-v4.1-flash,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented; per-model context_limit/output_limit required
adaptix-name-mapping-aliases,eet,opencode,qwen3.8-max,blocked_not_started,Docker daemon unreachable; DeepSWE model channel requires Linux host; task loader rejects short commit in unselected task before filtering; prepared agent/verifier images not verified; full artifact retention and case phase timing incomplete; method manifest/adapter not implemented; model.base_url must be supplied for the selected region/workspace; unsupported OpenCode provider/protocol combination; no translation; per-model context_limit/output_limit required
